Index,Date,Yesterday,Last Week,Last Month,Last Year,YO,YH,YL,YC,Open,LWO,LWH,LWL,LWC,Hour,Day,ATRW,ATRM,ATRY,MAW,MAM,MAY,Tenkansen,Kijunsen,Span A,Span B
3,2013.02.20 00:00,2013.02.19 00:00,2013.02.08 00:00,2013.01.20 00:00,2012.02.20 00:00,1.33478,1.33954,1.33282,1.33941,1.3394,1.33819,1.34283,1.33526,1.33646,0,3,0.007443,0.00847556,0.00902277,1.338163,1.34354556,1.29062293,1.341225,1.34869,1.3210075,1.30692
